{'customer_id': 'C1014', 'order_id': '617d492d-0a14-4bad-ab9b-d2f66d0afc6a', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 7, 'product_price': 1.99}
{'customer_id': 'C1009', 'order_id': '6274c3cc-3a44-4144-a103-ac72fdd817eb', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 9, 'product_price': 0.99}
{'customer_id': 'C1008', 'order_id': '3d1bbdd1-a541-47bc-a1fd-944164c5f5df', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1007', 'order_id': '49dbb02e-ce91-443b-935b-7bcf25dcef90', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 4, 'product_price': 2.99}
{'customer_id': 'C1007', 'order_id': '49dbb02e-ce91-443b-935b-7bcf25dcef90', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 6, 'product_price': 0.99}
{'customer_id': 'C1007', 'order_id': '49dbb02e-ce91-443b-935b-7bcf25dcef90', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 3, 'product_price': 1.99}
{'customer_id': 'C1005', 'order_id': '4b09cbdc-aece-49a5-9fe9-a60e24cc1050', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1016', 'order_id': '97111729-de82-4d5c-b334-e28066d685de', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 2, 'product_price': 5.99}
{'customer_id': 'C1016', 'order_id': '97111729-de82-4d5c-b334-e28066d685de', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 3, 'product_price': 2.99}
{'customer_id': 'C1016', 'order_id': '97111729-de82-4d5c-b334-e28066d685de', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 6, 'product_price': 1.99}
{'customer_id': 'C1007', 'order_id': 'd6e8988c-2859-4041-afc7-a5ce61da9d95', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1007', 'order_id': 'd6e8988c-2859-4041-afc7-a5ce61da9d95', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 6, 'product_price': 2.99}
{'customer_id': 'C1007', 'order_id': 'd6e8988c-2859-4041-afc7-a5ce61da9d95', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 8, 'product_price': 1.99}
{'customer_id': 'C1007', 'order_id': 'd6e8988c-2859-4041-afc7-a5ce61da9d95', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1007', 'order_id': '02bc8f50-3acc-4a26-8374-1e4ab1941c39', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1007', 'order_id': '02bc8f50-3acc-4a26-8374-1e4ab1941c39', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1007', 'order_id': '02bc8f50-3acc-4a26-8374-1e4ab1941c39', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1007', 'order_id': '02bc8f50-3acc-4a26-8374-1e4ab1941c39', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 7, 'product_price': 5.99}
{'customer_id': 'C1005', 'order_id': 'c070c48f-7be7-4e13-911d-ad716a239a93', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 3, 'product_price': 0.99}
{'customer_id': 'C1005', 'order_id': 'c070c48f-7be7-4e13-911d-ad716a239a93', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 4, 'product_price': 5.99}
{'customer_id': 'C1005', 'order_id': 'c070c48f-7be7-4e13-911d-ad716a239a93', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 3, 'product_price': 2.99}
{'customer_id': 'C1005', 'order_id': 'c070c48f-7be7-4e13-911d-ad716a239a93', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1018', 'order_id': 'bf2eba1d-0292-4e04-b87e-3d2a330caa4e', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 8, 'product_price': 1.99}
{'customer_id': 'C1018', 'order_id': 'bf2eba1d-0292-4e04-b87e-3d2a330caa4e', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1018', 'order_id': 'bf2eba1d-0292-4e04-b87e-3d2a330caa4e', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 4, 'product_price': 5.99}
{'customer_id': 'C1012', 'order_id': '5436b541-4050-4ae1-a0ab-26de449c2b2a', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 10, 'product_price': 2.99}
{'customer_id': 'C1012', 'order_id': '5436b541-4050-4ae1-a0ab-26de449c2b2a', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1018', 'order_id': 'ddaf1d90-1392-45da-bc24-bad846538b1c', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 8, 'product_price': 0.99}
{'customer_id': 'C1018', 'order_id': 'ddaf1d90-1392-45da-bc24-bad846538b1c', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 10, 'product_price': 5.99}
{'customer_id': 'C1018', 'order_id': 'ddaf1d90-1392-45da-bc24-bad846538b1c', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1018', 'order_id': 'ddaf1d90-1392-45da-bc24-bad846538b1c', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 9, 'product_price': 2.99}
{'customer_id': 'C1009', 'order_id': '45fa08ae-3943-40ac-b5e6-fd1fb6973070', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 10, 'product_price': 1.99}
{'customer_id': 'C1017', 'order_id': '69ac9392-5e5d-4b43-8dbe-4c3b78bc29dd', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1019', 'order_id': '03cf73d4-adbd-4227-8f5c-30431348ac1f', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 10, 'product_price': 5.99}
{'customer_id': 'C1011', 'order_id': '9a564e9b-f430-4bc3-9744-dbf390a26a1e', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1011', 'order_id': '9a564e9b-f430-4bc3-9744-dbf390a26a1e', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 6, 'product_price': 1.99}
{'customer_id': 'C1011', 'order_id': '9a564e9b-f430-4bc3-9744-dbf390a26a1e', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 5, 'product_price': 5.99}
{'customer_id': 'C1011', 'order_id': '9a564e9b-f430-4bc3-9744-dbf390a26a1e', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 4, 'product_price': 0.99}
{'customer_id': 'C1017', 'order_id': '523dd64a-8ca6-4ef5-96b1-b714b3af8474', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 1, 'product_price': 2.99}
{'customer_id': 'C1017', 'order_id': '523dd64a-8ca6-4ef5-96b1-b714b3af8474', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1017', 'order_id': '523dd64a-8ca6-4ef5-96b1-b714b3af8474', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 1, 'product_price': 0.99}
{'customer_id': 'C1003', 'order_id': '7ea3712e-609e-4d27-b83a-f53c122a28b6', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 8, 'product_price': 0.99}
{'customer_id': 'C1003', 'order_id': '7ea3712e-609e-4d27-b83a-f53c122a28b6', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 5, 'product_price': 1.99}
{'customer_id': 'C1016', 'order_id': 'ae8879a4-1fec-401e-bacc-678fb1c04bbc', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 7, 'product_price': 5.99}
{'customer_id': 'C1016', 'order_id': 'ae8879a4-1fec-401e-bacc-678fb1c04bbc', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 2, 'product_price': 0.99}
{'customer_id': 'C1016', 'order_id': 'ae8879a4-1fec-401e-bacc-678fb1c04bbc', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 10, 'product_price': 2.99}
{'customer_id': 'C1016', 'order_id': 'ae8879a4-1fec-401e-bacc-678fb1c04bbc', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 2, 'product_price': 1.99}
{'customer_id': 'C1006', 'order_id': '22671b0e-c9e4-41c0-91bb-5012ce2e7fde', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 2, 'product_price': 0.99}
{'customer_id': 'C1006', 'order_id': '22671b0e-c9e4-41c0-91bb-5012ce2e7fde', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1009', 'order_id': 'f1ebe1dd-9be5-4f94-aa93-d0d8aa513950', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 3, 'product_price': 2.99}
{'customer_id': 'C1009', 'order_id': 'f1ebe1dd-9be5-4f94-aa93-d0d8aa513950', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 6, 'product_price': 1.99}
{'customer_id': 'C1009', 'order_id': 'f1ebe1dd-9be5-4f94-aa93-d0d8aa513950', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 4, 'product_price': 5.99}
{'customer_id': 'C1009', 'order_id': 'f1ebe1dd-9be5-4f94-aa93-d0d8aa513950', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 6, 'product_price': 0.99}
{'customer_id': 'C1009', 'order_id': '01eacdd1-ef2a-4b20-9164-7f4b5a4b7db0', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 10, 'product_price': 1.99}
{'customer_id': 'C1009', 'order_id': '01eacdd1-ef2a-4b20-9164-7f4b5a4b7db0', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 8, 'product_price': 0.99}
{'customer_id': 'C1009', 'order_id': '01eacdd1-ef2a-4b20-9164-7f4b5a4b7db0', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 8, 'product_price': 5.99}
{'customer_id': 'C1010', 'order_id': '1031b233-d9d2-4708-91bc-f64a335260ae', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 3, 'product_price': 5.99}
{'customer_id': 'C1006', 'order_id': '95b9c2be-d429-4cee-b26e-270d24b549ad', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 4, 'product_price': 0.99}
{'customer_id': 'C1006', 'order_id': '95b9c2be-d429-4cee-b26e-270d24b549ad', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 6, 'product_price': 2.99}
{'customer_id': 'C1007', 'order_id': '25082bc3-8ad2-44dc-a035-8f478208b985', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 7, 'product_price': 2.99}
{'customer_id': 'C1015', 'order_id': '6db14199-375e-4f55-b4b3-e516002004b6', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 10, 'product_price': 1.99}
{'customer_id': 'C1015', 'order_id': '561facc4-6a32-44b7-8c51-0c4e6d152b00', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 2, 'product_price': 1.99}
{'customer_id': 'C1015', 'order_id': '561facc4-6a32-44b7-8c51-0c4e6d152b00', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1015', 'order_id': '561facc4-6a32-44b7-8c51-0c4e6d152b00', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 9, 'product_price': 0.99}
{'customer_id': 'C1008', 'order_id': 'a939ae91-6d6c-40fd-a2ca-41e4514cf8ca', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1008', 'order_id': 'a939ae91-6d6c-40fd-a2ca-41e4514cf8ca', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1008', 'order_id': 'a939ae91-6d6c-40fd-a2ca-41e4514cf8ca', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 7, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': 'c4c19658-9073-495a-9f55-3eddb8f872cd', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 3, 'product_price': 5.99}
{'customer_id': 'C1008', 'order_id': 'c4c19658-9073-495a-9f55-3eddb8f872cd', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 8, 'product_price': 1.99}
{'customer_id': 'C1006', 'order_id': 'be2f4949-e2f7-490d-a447-0069e46c753f', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 6, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': '02e30628-9b5d-48ea-89e6-55c10fad9ff0', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 6, 'product_price': 1.99}
{'customer_id': 'C1008', 'order_id': '02e30628-9b5d-48ea-89e6-55c10fad9ff0', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 2, 'product_price': 0.99}
{'customer_id': 'C1008', 'order_id': '100e2b65-04a8-4a33-a93a-7cab58032158', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 9, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': '100e2b65-04a8-4a33-a93a-7cab58032158', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 3, 'product_price': 0.99}
{'customer_id': 'C1002', 'order_id': 'a82c2b14-465b-4dbe-8c2a-af550b077d03', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1002', 'order_id': 'a82c2b14-465b-4dbe-8c2a-af550b077d03', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 3, 'product_price': 2.99}
{'customer_id': 'C1006', 'order_id': '72ec7afa-3f3d-4f0f-a95f-e9094831271c', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 7, 'product_price': 2.99}
{'customer_id': 'C1006', 'order_id': '72ec7afa-3f3d-4f0f-a95f-e9094831271c', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1011', 'order_id': '6063ab65-d6b1-4fab-8797-23bd6cace02e', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 9, 'product_price': 1.99}
{'customer_id': 'C1011', 'order_id': '6063ab65-d6b1-4fab-8797-23bd6cace02e', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 10, 'product_price': 2.99}
{'customer_id': 'C1015', 'order_id': '7caa64b8-faa5-42e6-ab24-9dd3a7afec1a', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 9, 'product_price': 0.99}
{'customer_id': 'C1015', 'order_id': '7caa64b8-faa5-42e6-ab24-9dd3a7afec1a', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 9, 'product_price': 2.99}
{'customer_id': 'C1015', 'order_id': '7caa64b8-faa5-42e6-ab24-9dd3a7afec1a', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 5, 'product_price': 5.99}
{'customer_id': 'C1015', 'order_id': '7caa64b8-faa5-42e6-ab24-9dd3a7afec1a', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1001', 'order_id': '91e25618-38be-426f-b7a6-3db3ea5b8ec1', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 1, 'product_price': 0.99}
{'customer_id': 'C1001', 'order_id': '91e25618-38be-426f-b7a6-3db3ea5b8ec1', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 2, 'product_price': 5.99}
{'customer_id': 'C1001', 'order_id': '91e25618-38be-426f-b7a6-3db3ea5b8ec1', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 3, 'product_price': 2.99}
{'customer_id': 'C1012', 'order_id': 'd3f290d1-c116-424e-9817-39680f99e56c', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 7, 'product_price': 5.99}
{'customer_id': 'C1005', 'order_id': '339c68ce-49ef-4b28-b419-7f089bdbee75', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1005', 'order_id': '339c68ce-49ef-4b28-b419-7f089bdbee75', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1005', 'order_id': '339c68ce-49ef-4b28-b419-7f089bdbee75', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 8, 'product_price': 0.99}
{'customer_id': 'C1005', 'order_id': '339c68ce-49ef-4b28-b419-7f089bdbee75', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 9, 'product_price': 2.99}
{'customer_id': 'C1015', 'order_id': '67ab9717-9024-49ac-af91-6132183d17d6', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1001', 'order_id': 'c25b93cd-634c-4701-8220-8b5c8bac7fd1', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1001', 'order_id': 'c25b93cd-634c-4701-8220-8b5c8bac7fd1', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 9, 'product_price': 0.99}
{'customer_id': 'C1001', 'order_id': 'c25b93cd-634c-4701-8220-8b5c8bac7fd1', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1012', 'order_id': '2f20c39e-9024-4652-86bb-7db9dbac058c', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1012', 'order_id': '2f20c39e-9024-4652-86bb-7db9dbac058c', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 3, 'product_price': 2.99}
{'customer_id': 'C1012', 'order_id': '2f20c39e-9024-4652-86bb-7db9dbac058c', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 8, 'product_price': 5.99}
{'customer_id': 'C1011', 'order_id': 'b63ff1c3-86f5-4a79-b307-292909dc2ba6', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 4, 'product_price': 2.99}
{'customer_id': 'C1011', 'order_id': 'b63ff1c3-86f5-4a79-b307-292909dc2ba6', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 2, 'product_price': 5.99}
{'customer_id': 'C1011', 'order_id': 'b63ff1c3-86f5-4a79-b307-292909dc2ba6', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 2, 'product_price': 0.99}
{'customer_id': 'C1011', 'order_id': 'b63ff1c3-86f5-4a79-b307-292909dc2ba6', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 2, 'product_price': 1.99}
{'customer_id': 'C1015', 'order_id': '3a3f1211-218c-4a26-9e74-d7bfc3b160e8', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 8, 'product_price': 2.99}
{'customer_id': 'C1015', 'order_id': '3a3f1211-218c-4a26-9e74-d7bfc3b160e8', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 9, 'product_price': 1.99}
{'customer_id': 'C1015', 'order_id': '3a3f1211-218c-4a26-9e74-d7bfc3b160e8', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1015', 'order_id': '3a3f1211-218c-4a26-9e74-d7bfc3b160e8', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 7, 'product_price': 0.99}
{'customer_id': 'C1018', 'order_id': 'c39745cb-d950-46d6-a9b3-19485885d20d', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 1, 'product_price': 0.99}
{'customer_id': 'C1018', 'order_id': 'c39745cb-d950-46d6-a9b3-19485885d20d', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 5, 'product_price': 1.99}
{'customer_id': 'C1018', 'order_id': 'c39745cb-d950-46d6-a9b3-19485885d20d', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 8, 'product_price': 2.99}
